nbin_dir	run_name	data_path	N_steps	f_FNA	f_SNA	f_VSNA	f_LLP	T_FNA	T_SNA	T_VSNA	logL	nll	BIC	success	opt_time_sec
run_Family_B_2_noise_0.5	duration_10000_ntraj_200	d:\Vivian\DTMC_simulations\simulated_data\sim_traces_nbin_2000\run_Family_B_2_noise_0.5\duration_10000_ntraj_200\dwell_times_all.txt	20	0.136021	0.472893	0.391085	8.29569e-07	0.790447	1.00826	6.4126	-1105779.429034	1105779.429034	2211651.116918	True	62.1513
run_Family_B_3_noise_0.5	duration_10000_ntraj_200	d:\Vivian\DTMC_simulations\simulated_data\sim_traces_nbin_2000\run_Family_B_3_noise_0.5\duration_10000_ntraj_200\dwell_times_all.txt	20	0.149353	0.41815	0.432496	1.13745e-06	0.635374	0.92602	5.02776	-1225233.059188	1225233.059188	2450559.540675	True	117.8942
run_Family_B_4_noise_0.5	duration_10000_ntraj_200	d:\Vivian\DTMC_simulations\simulated_data\sim_traces_nbin_2000\run_Family_B_4_noise_0.5\duration_10000_ntraj_200\dwell_times_all.txt	20	0.183743	0.754699	0.0607796	0.000777541	0.512545	1.61842	0.001	-1518073.799618	1518073.799618	3036245.288220	True	200.7443
run_Family_B_5_noise_0.5	duration_10000_ntraj_200	d:\Vivian\DTMC_simulations\simulated_data\sim_traces_nbin_2000\run_Family_B_5_noise_0.5\duration_10000_ntraj_200\dwell_times_all.txt	20	0.361829	0.637873	0.000296929	3.84659e-07	2.23015	3.83926	9.93052	-953761.407240	953761.407240	1907613.562534	True	13.9464
run_Family_B_noise_0.5	duration_10000_ntraj_200	d:\Vivian\DTMC_simulations\simulated_data\sim_traces_nbin_2000\run_Family_B_noise_0.5\duration_10000_ntraj_200\dwell_times_all.txt	20	0.138564	0.4613	0.400135	1.5814e-06	0.748425	0.992953	6.11614	-1129831.546665	1129831.546665	2259755.580653	True	88.8832
sim_traces_nbin_2000	run_Family_C_4_noise_0.5	d:\Vivian\DTMC_simulations\simulated_data\sim_traces_nbin_2000\run_Family_C_4_noise_0.5\duration_10000_ntraj_200\dwell_times_all.txt	20	0.362211	0.637788	3.12391e-07	3.12391e-07	2.29815	3.84831	9.94507	-941030.128943	941030.128943	1882150.901652	True	73.6341
sim_traces_nbin_2000	run_High_Unwinding_noise_0.1	d:\Vivian\DTMC_simulations\simulated_data\sim_traces_nbin_2000\run_High_Unwinding_noise_0.1\duration_10000_ntraj_200\dwell_times_all.txt	20	0.830812	0.169187	6.70389e-07	6.70389e-07	4.24071	4.51474	9.99359	-673426.467437	673426.467437	1346943.244655	True	78.4859
sim_traces_nbin_2000	run_High_Unwinding_noise_0.3	d:\Vivian\DTMC_simulations\simulated_data\sim_traces_nbin_2000\run_High_Unwinding_noise_0.3\duration_10000_ntraj_200\dwell_times_all.txt	20	0.799468	0.200531	6.40768e-07	6.40768e-07	4.14226	4.14106	9.99333	-691511.472040	691511.472040	1383113.259971	True	78.9762
sim_traces_nbin_2000	run_High_Unwinding_5_noise_0.5	d:\Vivian\DTMC_simulations\simulated_data\sim_traces_nbin_2000\run_High_Unwinding_5_noise_0.5\duration_10000_ntraj_200\dwell_times_all.txt	20	0.717064	0.282935	5.25209e-07	5.25209e-07	3.92528	3.64582	9.98856	-744804.658716	744804.658716	1489699.651009	True	81.6579
sim_traces_nbin_2000	run_Family_C_3_noise_0.5	d:\Vivian\DTMC_simulations\simulated_data\sim_traces_nbin_2000\run_Family_C_3_noise_0.5\duration_10000_ntraj_200\dwell_times_all.txt	20	0.317945	0.682054	3.52727e-07	3.52727e-07	2.95613	2.98491	9.96522	-851467.574102	851467.574102	1703025.440502	True	82.8729
sim_traces_nbin_2000	run_High_Unwinding_noise_0	d:\Vivian\DTMC_simulations\simulated_data\sim_traces_nbin_2000\run_High_Unwinding_noise_0\duration_10000_ntraj_200\dwell_times_all.txt	20	0.832935	0.167064	6.70976e-07	6.70976e-07	4.24723	4.56902	9.99295	-671148.271365	671148.271365	1342386.851080	True	82.5501
sim_traces_nbin_2000	run_High_Unwinding_3_noise_0.5	d:\Vivian\DTMC_simulations\simulated_data\sim_traces_nbin_2000\run_High_Unwinding_3_noise_0.5\duration_10000_ntraj_200\dwell_times_all.txt	20	0.731164	0.268835	5.35547e-07	5.35547e-07	3.94222	3.77281	9.97544	-737309.475121	737309.475121	1474709.282358	True	82.3401
sim_traces_nbin_2000	run_High_Unwinding_noise_0.2	d:\Vivian\DTMC_simulations\simulated_data\sim_traces_nbin_2000\run_High_Unwinding_noise_0.2\duration_10000_ntraj_200\dwell_times_all.txt	20	0.8179	0.182099	6.58958e-07	6.58958e-07	4.19418	4.34985	9.99379	-680972.117600	680972.117600	1362034.547932	True	82.6680
sim_traces_nbin_2000	run_High_Unwinding_noise_0.5	d:\Vivian\DTMC_simulations\simulated_data\sim_traces_nbin_2000\run_High_Unwinding_noise_0.5\duration_10000_ntraj_200\dwell_times_all.txt	20	0.752706	0.247293	5.98625e-07	5.98625e-07	4.0532	3.68956	9.99295	-726277.071017	726277.071017	1452644.464795	True	84.2748
sim_traces_nbin_2000	run_High_Unwinding_2_noise_0.5	d:\Vivian\DTMC_simulations\simulated_data\sim_traces_nbin_2000\run_High_Unwinding_2_noise_0.5\duration_10000_ntraj_200\dwell_times_all.txt	20	0.516766	0.483234	3.79948e-07	3.79948e-07	3.17816	3.51895	9.93419	-839446.796286	839446.796286	1678984.041598	True	83.6354
sim_traces_nbin_2000	run_High_Unwinding_4_noise_0.5	d:\Vivian\DTMC_simulations\simulated_data\sim_traces_nbin_2000\run_High_Unwinding_4_noise_0.5\duration_10000_ntraj_200\dwell_times_all.txt	20	0.739293	0.260706	5.40886e-07	5.40886e-07	3.96197	3.80427	9.97354	-733440.782847	733440.782847	1466971.901986	True	84.7167
sim_traces_nbin_2000	run_Family_C_noise_0.5	d:\Vivian\DTMC_simulations\simulated_data\sim_traces_nbin_2000\run_Family_C_noise_0.5\duration_10000_ntraj_200\dwell_times_all.txt	20	0.461937	0.538062	4.00477e-07	4.00477e-07	3.3427	3.07597	9.97547	-827127.167095	827127.167095	1654344.624423	True	89.2233
sim_traces_nbin_2000	run_High_Unwinding_noise_1	d:\Vivian\DTMC_simulations\simulated_data\sim_traces_nbin_2000\run_High_Unwinding_noise_1\duration_10000_ntraj_200\dwell_times_all.txt	20	0.235271	0.764728	4.97599e-07	4.97599e-07	2.94381	2.61004	9.92809	-884290.698265	884290.698265	1768671.808620	True	92.3697
sim_traces_nbin_2000	run_Family_C_2_noise_0.5	d:\Vivian\DTMC_simulations\simulated_data\sim_traces_nbin_2000\run_Family_C_2_noise_0.5\duration_10000_ntraj_200\dwell_times_all.txt	20	0.497681	0.502318	4.28193e-07	4.28193e-07	3.44786	3.08818	9.97768	-818011.445212	818011.445212	1636113.180410	True	93.7363
sim_traces_nbin_2000	run_Family_C_5_noise_0.5	d:\Vivian\DTMC_simulations\simulated_data\sim_traces_nbin_2000\run_Family_C_5_noise_0.5\duration_10000_ntraj_200\dwell_times_all.txt	20	0.364628	0.635069	0.00030241	3.85951e-07	2.24404	3.85085	9.92911	-951323.833270	951323.833270	1902738.399502	True	94.5274
sim_traces_nbin_2000	run_High_Unwinding_noise_0.7	d:\Vivian\DTMC_simulations\simulated_data\sim_traces_nbin_2000\run_High_Unwinding_noise_0.7\duration_10000_ntraj_200\dwell_times_all.txt	20	0.672199	0.3278	5.21407e-07	5.21407e-07	3.89407	3.2395	9.98517	-778463.196383	778463.196383	1557016.736760	True	96.0742
sim_traces_nbin_2000	run_High_Unwinding_noise_0.8	d:\Vivian\DTMC_simulations\simulated_data\sim_traces_nbin_2000\run_High_Unwinding_noise_0.8\duration_10000_ntraj_200\dwell_times_all.txt	20	0.601195	0.398804	4.93345e-07	4.93345e-07	3.76017	2.99175	9.98911	-810558.121685	810558.121685	1621206.600678	True	103.8866
sim_traces_nbin_2000	run_High_Unwinding_noise_2	d:\Vivian\DTMC_simulations\simulated_data\sim_traces_nbin_2000\run_High_Unwinding_noise_2\duration_10000_ntraj_200\dwell_times_all.txt	20	0.0280333	0.971966	2.10791e-07	2.10791e-07	0.536104	3.48218	9.36349	-1158683.843785	1158683.843785	2317459.679189	True	115.9696
sim_traces_nbin_2000	run_Low_Unwinding_2_noise_0.5	d:\Vivian\DTMC_simulations\simulated_data\sim_traces_nbin_2000\run_Low_Unwinding_2_noise_0.5\duration_10000_ntraj_200\dwell_times_all.txt	20	0.140375	0.859625	3.09876e-07	3.09876e-07	1.86516	3.37602	9.88041	-958335.720428	958335.720428	1916762.070407	True	40.2215
sim_traces_nbin_2000	run_Low_Unwinding_5_noise_0.5	d:\Vivian\DTMC_simulations\simulated_data\sim_traces_nbin_2000\run_Low_Unwinding_5_noise_0.5\duration_10000_ntraj_200\dwell_times_all.txt	20	0.131231	0.868769	2.91854e-07	2.91854e-07	1.70228	3.36359	9.88307	-988155.059820	988155.059820	1976400.965694	True	41.9425
sim_traces_nbin_2000	run_High_Pause_4_noise_0.5	d:\Vivian\DTMC_simulations\simulated_data\sim_traces_nbin_2000\run_High_Pause_4_noise_0.5\duration_10000_ntraj_200\dwell_times_all.txt	20	0.105124	0.894876	2.06483e-07	2.06483e-07	0.62197	3.76961	9.18963	-1149033.194280	1149033.194280	2298158.246588	True	140.6483
sim_traces_nbin_2000	run_Low_Unwinding_4_noise_0.5	d:\Vivian\DTMC_simulations\simulated_data\sim_traces_nbin_2000\run_Low_Unwinding_4_noise_0.5\duration_10000_ntraj_200\dwell_times_all.txt	20	0.0753194	0.92468	2.8993e-07	2.8993e-07	1.38044	3.3495	9.84033	-1018517.121868	1018517.121868	2037125.312675	True	56.8376
sim_traces_nbin_2000	run_Low_Unwinding_noise_0.5	d:\Vivian\DTMC_simulations\simulated_data\sim_traces_nbin_2000\run_Low_Unwinding_noise_0.5\duration_10000_ntraj_200\dwell_times_all.txt	20	0.118565	0.881434	3.69914e-07	3.69914e-07	1.58285	3.34402	9.90429	-1005660.845750	1005660.845750	2011412.680330	True	56.5358
sim_traces_nbin_2000	run_Low_Unwinding_3_noise_0.5	d:\Vivian\DTMC_simulations\simulated_data\sim_traces_nbin_2000\run_Low_Unwinding_3_noise_0.5\duration_10000_ntraj_200\dwell_times_all.txt	20	0.110047	0.889948	3.56212e-07	4.09126e-06	1.52909	3.35507	9.87154	-1009821.279930	1009821.279930	2019733.571616	True	77.7633
sim_traces_nbin_2000	run_High_Pause_5_noise_0.5	d:\Vivian\DTMC_simulations\simulated_data\sim_traces_nbin_2000\run_High_Pause_5_noise_0.5\duration_10000_ntraj_200\dwell_times_all.txt	20	0.147625	0.271966	0.580409	1.21026e-08	0.588103	2.53155	2.00544	-1435488.989104	1435488.989104	2871073.291288	True	182.8843
sim_traces_nbin_2000	run_High_Unwinding_noise_3	d:\Vivian\DTMC_simulations\simulated_data\sim_traces_nbin_2000\run_High_Unwinding_noise_3\duration_10000_ntraj_200\dwell_times_all.txt	20	0.1017	0.651365	0.246935	2.29864e-08	0.39109	2.21899	2.21897	-1486705.656570	1486705.656570	2973506.786399	True	210.0885
sim_traces_nbin_2000	run_High_Pause_6_noise_0.5	d:\Vivian\DTMC_simulations\simulated_data\sim_traces_nbin_2000\run_High_Pause_6_noise_0.5\duration_10000_ntraj_200\dwell_times_all.txt	20	0.19499	0.804944	6.55592e-05	2.4073e-07	0.437513	1.56077	9.97431	-1620767.245337	1620767.245337	3241632.358567	True	250.2255
sim_traces_nbin_2000	run_Family_D_4_noise_0.5	d:\Vivian\DTMC_simulations\simulated_data\sim_traces_nbin_2000\run_Family_D_4_noise_0.5\duration_10000_ntraj_200\dwell_times_all.txt	20	0.594292	6.39577e-07	6.39577e-07	0.405707	0.33868	4.79322	9.99789	-2201921.474315	2201921.474315	4403946.954348	True	280.4856
sim_traces_nbin_2000	run_High_Unwinding_noise_5	d:\Vivian\DTMC_simulations\simulated_data\sim_traces_nbin_2000\run_High_Unwinding_noise_5\duration_10000_ntraj_200\dwell_times_all.txt	20	0.291123	0.708748	0.000129273	4.01739e-07	0.291483	1.15124	9.96808	-1681113.564869	1681113.564869	3362327.969106	True	295.4182
sim_traces_nbin_2000	run_Family_D_5_noise_0.5	d:\Vivian\DTMC_simulations\simulated_data\sim_traces_nbin_2000\run_Family_D_5_noise_0.5\duration_10000_ntraj_200\dwell_times_all.txt	20	9.34514e-06	9.34514e-06	9.34514e-06	0.999972	0.0514211	4.99656	9.99967	-5720422.466258	5720422.466258	11440952.182476	True	306.2500
sim_traces_nbin_2000	run_Family_D_noise_0.5	d:\Vivian\DTMC_simulations\simulated_data\sim_traces_nbin_2000\run_Family_D_noise_0.5\duration_10000_ntraj_200\dwell_times_all.txt	20	0.336527	0.66315	0.000322604	3.87148e-07	0.390044	0.938139	9.98998	-1535296.470703	1535296.470703	3070694.404971	True	347.6560
sim_traces_nbin_2000	run_Family_D_2_noise_0.5	d:\Vivian\DTMC_simulations\simulated_data\sim_traces_nbin_2000\run_Family_D_2_noise_0.5\duration_10000_ntraj_200\dwell_times_all.txt	20	0.325256	0.674491	0.000253468	8.06162e-08	0.400851	0.978445	9.93075	-1563261.788121	1563261.788121	3126624.714726	True	366.3081
sim_traces_nbin_2000	run_High_Pause_3_noise_0.5	d:\Vivian\DTMC_simulations\simulated_data\sim_traces_nbin_2000\run_High_Pause_3_noise_0.5\duration_10000_ntraj_200\dwell_times_all.txt	20	0.126902	0.38733	0.41739	0.0683769	0.440234	1.62082	1.62642	-1598813.640978	1598813.640978	3197724.327247	True	384.2940
sim_traces_nbin_2000	run_Family_D_3_noise_0.5	d:\Vivian\DTMC_simulations\simulated_data\sim_traces_nbin_2000\run_Family_D_3_noise_0.5\duration_10000_ntraj_200\dwell_times_all.txt	20	0.371731	0.628044	0.000225234	1.31735e-07	0.351725	0.849303	9.98897	-1427228.952244	1427228.952244	2854560.309851	True	423.6904
sim_traces_nbin_2000	run_High_Unwinding_noise_10	d:\Vivian\DTMC_simulations\simulated_data\sim_traces_nbin_2000\run_High_Unwinding_noise_10\duration_10000_ntraj_200\dwell_times_all.txt	20	8.74442e-07	8.74442e-07	8.74442e-07	0.999997	0.0130219	4.37561	9.9997	-5851861.823282	5851861.823282	11703831.017733	True	411.5177
sim_traces_nbin_2000	run_High_Pausing_noise_0.5	d:\Vivian\DTMC_simulations\simulated_data\sim_traces_nbin_2000\run_High_Pausing_noise_0.5\duration_10000_ntraj_200\dwell_times_all.txt	20	0.177099	0.128145	0.694756	1.50124e-09	0.454948	0.871263	1.73371	-1601036.905206	1601036.905206	3202171.369384	True	492.1747
